CODES,DATES,CLOSE
000300.SH,2012/03/16,2623.52
000300.SH,2012/03/19,2630.013
000300.SH,2012/03/20,2584.445
000300.SH,2012/03/21,2587.793
000300.SH,2012/03/22,2583.747
000300.SH,2012/03/23,2552.94
000300.SH,2012/03/26,2555.442
000300.SH,2012/03/27,2547.143
000300.SH,2012/03/28,2474.9
000300.SH,2012/03/29,2443.122
000300.SH,2012/03/30,2454.899
000300.SH,2012/04/05,2512.832
000300.SH,2012/04/06,2519.83
000300.SH,2012/04/09,2495.146
000300.SH,2012/04/10,2519.788
000300.SH,2012/04/11,2520.036
000300.SH,2012/04/12,2570.436
000300.SH,2012/04/13,2580.454
000300.SH,2012/04/16,2574.044
000300.SH,2012/04/17,2541.883
000300.SH,2012/04/18,2599.908
000300.SH,2012/04/19,2596.056
000300.SH,2012/04/20,2626.839
000300.SH,2012/04/23,2606.038
000300.SH,2012/04/24,2604.866
000300.SH,2012/04/25,2625.99
000300.SH,2012/04/26,2631.487
000300.SH,2012/04/27,2626.157
000300.SH,2012/05/02,2683.487
000300.SH,2012/05/03,2691.518
000300.SH,2012/05/04,2715.879
000300.SH,2012/05/07,2717.778
000300.SH,2012/05/08,2709.116
000300.SH,2012/05/09,2657.514
000300.SH,2012/05/10,2657.214
000300.SH,2012/05/11,2636.917
000300.SH,2012/05/14,2615.534
000300.SH,2012/05/15,2617.374
000300.SH,2012/05/16,2574.647
000300.SH,2012/05/17,2613.942
000300.SH,2012/05/18,2573.976
000300.SH,2012/05/21,2587.231
000300.SH,2012/05/22,2627.525
000300.SH,2012/05/23,2616.869
000300.SH,2012/05/24,2595.26
000300.SH,2012/05/25,2573.103
000300.SH,2012/05/28,2614.689
000300.SH,2012/05/29,2650.854
000300.SH,2012/05/30,2642.258
000300.SH,2012/05/31,2632.042
000300.SH,2012/06/01,2632.998
000300.SH,2012/06/04,2559.026
000300.SH,2012/06/05,2558.842
000300.SH,2012/06/06,2557.401
000300.SH,2012/06/07,2542.184
000300.SH,2012/06/08,2524.329
